text_original,text_processed,true_label,predicted,true_sentiment,predicted_sentiment
whuahahhaha you need to cut down on them Bram Ladages/Applejacks/pancakes,whuahahhaha you need to cut down on them Bram Ladages/Applejacks/pancakes,2,1,positive,neutral
"I haven`t got ANY cupcake yet I wa hoping if I said it enough, some would appear!","I haven`t got ANY cupcake yet I wa hoping if I said it enough, some would appear!",2,0,positive,negative
Their coming tomorrow morning and it`s sort of an impossible task. I just need to clear some space. Thanks though,Their coming tomorrow morning and it`s sort of an impossible task. I just need to clear some space. Thanks though,1,2,neutral,positive
i no NOT_i no NOT_bt NOT_i NOT_had NOT_only NOT_been NOT_a NOT_gamer NOT_for NOT_like NOT_2 NOT_years NOT_when NOT_i NOT_made NOT_that NOT_attempt NOT_lol NOT_yea NOT_i NOT_luvd NOT_F1 NOT_to NOT_an NOT_extent,i no NOT_i no NOT_bt NOT_i NOT_had NOT_only NOT_been NOT_a NOT_gamer NOT_for NOT_like NOT_2 NOT_years NOT_when NOT_i NOT_made NOT_that NOT_attempt NOT_lol NOT_yea NOT_i NOT_luvd NOT_F1 NOT_to NOT_an NOT_extent,2,1,positive,neutral
safe & easy travel Mills. I`ll miss u,safe & easy travel Mills. I`ll miss u,1,2,neutral,positive
it sprinkling outside i hope it doesn`t rain during our game ..,it sprinkling outside i hope it doesn`t rain during our game ..,2,1,positive,neutral
"I`m going to be doing the FAFSA form today. I hope to help out in the Ann Arbor / Detroit Metro Area with computers, art, and design.","I`m going to be doing the FAFSA form today. I hope to help out in the Ann Arbor / Detroit Metro Area with computers, art, and design.",1,2,neutral,positive
Got home from audition awhile ago. I think it went pretty well Now my math homework is calling my name -.-`,Got home from audition awhile ago. I think it went pretty well Now my math homework is calling my name -.-`,2,0,positive,negative
How inconsiderate!,How inconsiderate!,0,1,negative,neutral
i love me some americana- but no NOT_movies NOT_to NOT_see,i love me some americana- but no NOT_movies NOT_to NOT_see,1,2,neutral,positive
ugh.. my dad just told me to read an article about Kavya Shivashankar the spellin bee girl..and be more like her.,ugh.. my dad just told me to read an article about Kavya Shivashankar the spellin bee girl..and be more like her.,1,0,neutral,negative
Day 7 without shower. No NOT_end NOT_in NOT_sight. NOT_There NOT_is NOT_stuff NOT_between NOT_my NOT_toes.,Day 7 without shower. No NOT_end NOT_in NOT_sight. NOT_There NOT_is NOT_stuff NOT_between NOT_my NOT_toes.,1,0,neutral,negative
I want it NOW.. finally found what I wanted ..,I want it NOW.. finally found what I wanted ..,2,1,positive,neutral
It`s official - Liberty Grand is my new fave reception venue... Will blog some shot Tuesday,It`s official - Liberty Grand is my new fave reception venue... Will blog some shot Tuesday,1,2,neutral,positive
rob got lucky that game he beat me 209-205,rob got lucky that game he beat me 209-205,2,1,positive,neutral
i think i`ll be home more than i want to be next week - no NOT_work NOT_booked NOT_in NOT_for NOT_the NOT_forseeable.,i think i`ll be home more than i want to be next week - no NOT_work NOT_booked NOT_in NOT_for NOT_the NOT_forseeable.,2,1,positive,neutral
anywho im having an early night good night twitter world.,anywho im having an early night good night twitter world.,1,2,neutral,positive
"walking the dog on horseforth park, no NOT_hangover NOT_on NOT_a NOT_Sunday NOT_morning, NOT_yay!!","walking the dog on horseforth park, no NOT_hangover NOT_on NOT_a NOT_Sunday NOT_morning, NOT_yay!!",2,1,positive,neutral
"Having a hectic day travelling from PJ to UNITEN, back to PJ. Working now at CC office.","Having a hectic day travelling from PJ to UNITEN, back to PJ. Working now at CC office.",0,2,negative,positive
following 865 and follower 539...not nice,following 865 and follower 539...not nice,0,2,negative,positive
hahaha I didn`t even notice the name - LICE,hahaha I didn`t even notice the name - LICE,2,1,positive,neutral
I just got home. i bought twiggies and a toothbrush that promise to make my teeth 60% cleaner. - URL,I just got home. i bought twiggies and a toothbrush that promise to make my teeth 60% cleaner. - URL,2,1,positive,neutral
wa that sas I detect? As long a it isn`t back sass! Haha,wa that sas I detect? As long a it isn`t back sass! Haha,1,0,neutral,negative
you have every right to feel like a crazy fanboy! jason mraz and james morrison? the jealousy is tangible,you have every right to feel like a crazy fanboy! jason mraz and james morrison? the jealousy is tangible,1,0,neutral,negative
ha woken up feeling a little special...i dont thing drink the bar dry is on the cards. when i finally sober up it home time i think,ha woken up feeling a little special...i dont thing drink the bar dry is on the cards. when i finally sober up it home time i think,2,1,positive,neutral
I have the immense pleasure of being entertained by Pride & Prejudice for the 3rd time and I must say that I find it very much agreeable,I have the immense pleasure of being entertained by Pride & Prejudice for the 3rd time and I must say that I find it very much agreeable,2,0,positive,negative
"GoodMorning. My Father`s going balistic, and I`d say more but I`d rather not NOT_get NOT_beat, NOT_so NOT_Have NOT_a NOT_Good NOT_Day, NOT_and NOT_please NOT_text NOT_me","GoodMorning. My Father`s going balistic, and I`d say more but I`d rather not NOT_get NOT_beat, NOT_so NOT_Have NOT_a NOT_Good NOT_Day, NOT_and NOT_please NOT_text NOT_me",1,2,neutral,positive
URL - this is my Ohio is for lover tattoo got the design off the shirt.. haha but I lost the shirt,URL - this is my Ohio is for lover tattoo got the design off the shirt.. haha but I lost the shirt,0,1,negative,neutral
morning miss sarah cyrus wink WHAT`S UP? x,morning miss sarah cyrus wink WHAT`S UP? x,1,0,neutral,negative
** how you not NOT_gonna NOT_follow NOT_me NOT_son?,** how you not NOT_gonna NOT_follow NOT_me NOT_son?,0,1,negative,neutral
Oowweee!!! China club wuz poppin!!! Lipstic n Pumps were in full effect!,Oowweee!!! China club wuz poppin!!! Lipstic n Pumps were in full effect!,2,1,positive,neutral
Wowzer! It`s very windy. Not NOT_good NOT_for NOT_my NOT_allergies!!,Wowzer! It`s very windy. Not NOT_good NOT_for NOT_my NOT_allergies!!,0,1,negative,neutral
wtf?! my tweet aren`t posting super excited about the weekend! love jfg.,wtf?! my tweet aren`t posting super excited about the weekend! love jfg.,0,1,negative,neutral
The Killers where the best. A bit disappointed that the last song wa cut short Can you watch it in full on Iplayer ?,The Killers where the best. A bit disappointed that the last song wa cut short Can you watch it in full on Iplayer ?,1,0,neutral,negative
Well can ya please send some luvin to im sensing deep fiery anger surrounding his presence right now...,Well can ya please send some luvin to im sensing deep fiery anger surrounding his presence right now...,2,1,positive,neutral
_e im going to my dance class now,_e im going to my dance class now,1,0,neutral,negative
You should direct your 'wanting to invest in ' question to or . They are the big cheeses.,You should direct your 'wanting to invest in ' question to or . They are the big cheeses.,2,1,positive,neutral
"Good Evening Terri! Have missed you lately, hope life is being good to you. Have a wonderful evening !","Good Evening Terri! Have missed you lately, hope life is being good to you. Have a wonderful evening !",1,2,neutral,positive
"Power Outage, door to freezer propped open, 3G ice cream make for slippy floor M-er F-er!!","Power Outage, door to freezer propped open, 3G ice cream make for slippy floor M-er F-er!!",0,2,negative,positive
_lipz I don`t know I haven`t heard from Lorraine recently.,_lipz I don`t know I haven`t heard from Lorraine recently.,1,0,neutral,negative
guessing... Ran 4 mile & gym? Superman you oxox,guessing... Ran 4 mile & gym? Superman you oxox,2,1,positive,neutral
I wanna leave after 2nd period *cryy*,I wanna leave after 2nd period *cryy*,0,1,negative,neutral
"Good plan, Peg --plus I like the sound of 'Money Monday'","Good plan, Peg --plus I like the sound of 'Money Monday'",2,1,positive,neutral
hapee mother`s day t all the mother out there!,hapee mother`s day t all the mother out there!,2,1,positive,neutral
I have to start eating healthy,I have to start eating healthy,2,1,positive,neutral
i know i really wanna do some more stuff im out of school in the next week so ill have a few free day a week... ill hit u up,i know i really wanna do some more stuff im out of school in the next week so ill have a few free day a week... ill hit u up,0,1,negative,neutral
*sigh* Last day at work. I ha an sadifying in my heartparts.,*sigh* Last day at work. I ha an sadifying in my heartparts.,0,1,negative,neutral
"Congrats! I cuss like that in a matter of minutes, But didn`t know until now there is a reward for it.","Congrats! I cuss like that in a matter of minutes, But didn`t know until now there is a reward for it.",1,2,neutral,positive
Youtube isn`t working...and I wanted to watch Britains Got Talent. I`m debating about having a pity party.,Youtube isn`t working...and I wanted to watch Britains Got Talent. I`m debating about having a pity party.,0,1,negative,neutral
"Is finally home, fed and ready to go to bed and it only 2:45am. That`s gotta be a record","Is finally home, fed and ready to go to bed and it only 2:45am. That`s gotta be a record",2,1,positive,neutral
This definitely separate a professional robber & from an amateur one!,This definitely separate a professional robber & from an amateur one!,0,1,negative,neutral
how sweet,how sweet,2,1,positive,neutral
My vibe is currently downed. The only thing amusing me is my Joker shirt. *Looks down and poke shirt* I want a peanut butter sandwich...,My vibe is currently downed. The only thing amusing me is my Joker shirt. *Looks down and poke shirt* I want a peanut butter sandwich...,1,2,neutral,positive
"Star Trek? Me? Nah. My Dad is one for Star Trek right enough. Today, I`m off to see `Corlaine`. Much more my style Shezz.","Star Trek? Me? Nah. My Dad is one for Star Trek right enough. Today, I`m off to see `Corlaine`. Much more my style Shezz.",1,2,neutral,positive
"soo NOT NOT_happy, NOT_wattching NOT_disney NOT_channel..rubbish NOT_rubbish NOT_rubbishh, NOT_didnt NOT_get NOT_my NOT_jonas NOT_3d NOT_poster NOT_the NOT_dude NOT_wasnt NOT_there but im..","soo NOT NOT_happy, NOT_wattching NOT_disney NOT_channel..rubbish NOT_rubbish NOT_rubbishh, NOT_didnt NOT_get NOT_my NOT_jonas NOT_3d NOT_poster NOT_the NOT_dude NOT_wasnt NOT_there but im..",0,1,negative,neutral
"I am writing the most boring part of my paper. Hmm. The sun is shining and I do not NOT_feel NOT_like NOT_working NOT_on NOT_this, however I have to","I am writing the most boring part of my paper. Hmm. The sun is shining and I do not NOT_feel NOT_like NOT_working NOT_on NOT_this, however I have to",1,0,neutral,negative
"Im 20 - believe me, I`ve tried! I`m just too ginger! Freckles join up on my face - that`s it! get it out a bottle cancerfree","Im 20 - believe me, I`ve tried! I`m just too ginger! Freckles join up on my face - that`s it! get it out a bottle cancerfree",1,0,neutral,negative
"Shite night, tomorow, I get to hang out with my little brother and neice, should be sufficient enough to change my mood","Shite night, tomorow, I get to hang out with my little brother and neice, should be sufficient enough to change my mood",2,1,positive,neutral
i hear you.. it piss me off haha,i hear you.. it piss me off haha,0,1,negative,neutral
Sorry. Not NOT_unemployed.,Sorry. Not NOT_unemployed.,1,0,neutral,negative
"the downside of getting TDL 3 day early is that i won`t have time to read it til next week anyway! but still, hurrah *clutches it close*","the downside of getting TDL 3 day early is that i won`t have time to read it til next week anyway! but still, hurrah *clutches it close*",2,1,positive,neutral
"LOL she is okay, it just he song are so catchy they get stuck in my head","LOL she is okay, it just he song are so catchy they get stuck in my head",2,0,positive,negative
Having serious technical issue in the studio oh well thank god for the technician,Having serious technical issue in the studio oh well thank god for the technician,1,2,neutral,positive
DSi is the latest Nintendo DS with 2 camera + stuff built in. We are a Gadget house. Luckily I get my blackberry free from work,DSi is the latest Nintendo DS with 2 camera + stuff built in. We are a Gadget house. Luckily I get my blackberry free from work,2,1,positive,neutral
Hope ur all havin a nice Friday! Been feeling down this past week since my dog`s passing...,Hope ur all havin a nice Friday! Been feeling down this past week since my dog`s passing...,1,2,neutral,positive
'AAARRRGGHHH' is the only thing that can decribe how I feel rite now!,'AAARRRGGHHH' is the only thing that can decribe how I feel rite now!,0,1,negative,neutral
ahh yes the obligation of a vampire kept me away from twitter.but now i`m back & will try 2 update a much a possible.i lost a donor,ahh yes the obligation of a vampire kept me away from twitter.but now i`m back & will try 2 update a much a possible.i lost a donor,0,1,negative,neutral
Halla Miss Haloom .. how are you dear? am doing fine so far but .. eeem worrying about rationale project.. Allah eyaseer inshallah,Halla Miss Haloom .. how are you dear? am doing fine so far but .. eeem worrying about rationale project.. Allah eyaseer inshallah,1,0,neutral,negative
just checked library website and girl with dragon tattoo is checked out,just checked library website and girl with dragon tattoo is checked out,1,0,neutral,negative
"Lol, me too!!","Lol, me too!!",2,1,positive,neutral
"I`m back. top molar extracted swollen face, all numb. But no NOT_more NOT_toothache NOT_or NOT_sinus NOT_pain.","I`m back. top molar extracted swollen face, all numb. But no NOT_more NOT_toothache NOT_or NOT_sinus NOT_pain.",1,0,neutral,negative
HOMEWORK BORRIING,HOMEWORK BORRIING,0,1,negative,neutral
"nm. dang, you on NOW but i gotta bounce in like 4 minute i`m just chilling. the usual.","nm. dang, you on NOW but i gotta bounce in like 4 minute i`m just chilling. the usual.",2,1,positive,neutral
anyways have a severe headache ryt now! i jst love dis cup of tea i made me self!! it makin the headache go away,anyways have a severe headache ryt now! i jst love dis cup of tea i made me self!! it makin the headache go away,1,0,neutral,negative
why thank you. Couldn`t resist it,why thank you. Couldn`t resist it,1,2,neutral,positive
I feel like I`m going to toss my cooky,I feel like I`m going to toss my cooky,1,0,neutral,negative
people still mail things?,people still mail things?,1,0,neutral,negative
i know but it will make u all watch the award on sunday! lol..i want to shower and there is no NOT_water!,i know but it will make u all watch the award on sunday! lol..i want to shower and there is no NOT_water!,0,1,negative,neutral
(Raises hand) Oh! Oh! Me too! HASHTAG_caffeine,(Raises hand) Oh! Oh! Me too! HASHTAG_caffeine,1,0,neutral,negative
where are ya headin to for your family vaca? i hope the paparazzo leave you alone,where are ya headin to for your family vaca? i hope the paparazzo leave you alone,1,2,neutral,positive
Mothers day in 45 minute west coast time. Happy Mothers Day to all the mother out there,Mothers day in 45 minute west coast time. Happy Mothers Day to all the mother out there,1,2,neutral,positive
Doing my fieldwork databook. Slept awkwardly. Bones all sore.,Doing my fieldwork databook. Slept awkwardly. Bones all sore.,0,1,negative,neutral
had the lovliest night last night but wa ruined by doctor inability to warn me of side effects. back again for more tests.,had the lovliest night last night but wa ruined by doctor inability to warn me of side effects. back again for more tests.,1,0,neutral,negative
"feel the same way about cherry-flavored item a Shannt doe about grapes. Strange, but true.","feel the same way about cherry-flavored item a Shannt doe about grapes. Strange, but true.",1,0,neutral,negative
Took a 4 hour nap after work today and won`t be able to sleep all night This is a bummer,Took a 4 hour nap after work today and won`t be able to sleep all night This is a bummer,1,0,neutral,negative
"URL Thx all - it`s a 3k capacity, bought second hand","URL Thx all - it`s a 3k capacity, bought second hand",1,2,neutral,positive
went to bestbuy today and found that they had pretty much ever HP except the one i wanted to look at,went to bestbuy today and found that they had pretty much ever HP except the one i wanted to look at,2,1,positive,neutral
friday night is my fav night of the week but now I have to go to stupid dog training class,friday night is my fav night of the week but now I have to go to stupid dog training class,2,0,positive,negative
I wa thinking the swine market are in decline. But since we can`t say that anymore...,I wa thinking the swine market are in decline. But since we can`t say that anymore...,0,1,negative,neutral
Trying to look up Iowa State Fair Art entry information. Hope to get a piece in this year and maybe win something or get noticed.,Trying to look up Iowa State Fair Art entry information. Hope to get a piece in this year and maybe win something or get noticed.,2,0,positive,negative
Why don`t adobe realise no NOT_one NOT_WANTS NOT_to NOT_pay NOT_for NOT_Photoshop NOT_et NOT_al NOT_so NOT_they NOT_should NOT_just NOT_give NOT_it NOT_to NOT_us NOT_for NOT_free,Why don`t adobe realise no NOT_one NOT_WANTS NOT_to NOT_pay NOT_for NOT_Photoshop NOT_et NOT_al NOT_so NOT_they NOT_should NOT_just NOT_give NOT_it NOT_to NOT_us NOT_for NOT_free,1,0,neutral,negative
Feeling the effect of the party last night. Drank far too much. 2 chicken burger and one lamb burger. I did dance a fair bit tho.,Feeling the effect of the party last night. Drank far too much. 2 chicken burger and one lamb burger. I did dance a fair bit tho.,1,0,neutral,negative
So I`m not NOT_seeing NOT_you NOT_this NOT_Saturday?,So I`m not NOT_seeing NOT_you NOT_this NOT_Saturday?,1,0,neutral,negative
Me and Wendy are going after all. Wish you were!!!,Me and Wendy are going after all. Wish you were!!!,0,1,negative,neutral
holy smokes! star trek wa freaking awesomee,holy smokes! star trek wa freaking awesomee,2,1,positive,neutral
can`t make it to graduation...,can`t make it to graduation...,0,1,negative,neutral
such a dissapointment hhaha,such a dissapointment hhaha,0,1,negative,neutral
Going off BC is making me break out.,Going off BC is making me break out.,0,1,negative,neutral
Is anyone`s HASHTAG_visialvoicemail working. Have done the sync. Turned off & on. But still not NOT_going NOT_Help?,Is anyone`s HASHTAG_visialvoicemail working. Have done the sync. Turned off & on. But still not NOT_going NOT_Help?,1,0,neutral,negative
why do i think i have to take medicine cuz i wa laughing to hard?. my head should not NOT_be NOT_in NOT_this NOT_much NOT_pain. NOT_i NOT_thought NOT_laughter NOT_was NOT_gud,why do i think i have to take medicine cuz i wa laughing to hard?. my head should not NOT_be NOT_in NOT_this NOT_much NOT_pain. NOT_i NOT_thought NOT_laughter NOT_was NOT_gud,1,0,neutral,negative
It`s 2am and I still haven`t gone to sleep yet! Up early to hit the beach and then shopping! Yays!!!,It`s 2am and I still haven`t gone to sleep yet! Up early to hit the beach and then shopping! Yays!!!,2,0,positive,negative
wish wa coming too I guess we can make time for you though if we have to wink,wish wa coming too I guess we can make time for you though if we have to wink,2,1,positive,neutral
Finally got my lil monster off my hand so I could run errand and now I gotta do them in the rain!!!,Finally got my lil monster off my hand so I could run errand and now I gotta do them in the rain!!!,1,2,neutral,positive
"What you said about aj made no NOT_sense,hahaha. NOT_What NOT_were NOT_you NOT_talking NOT_about? NOT_And NOT_I NOT_loved NOT_that NOT_picture NOT_of NOT_you NOT_and NOT_colin!","What you said about aj made no NOT_sense,hahaha. NOT_What NOT_were NOT_you NOT_talking NOT_about? NOT_And NOT_I NOT_loved NOT_that NOT_picture NOT_of NOT_you NOT_and NOT_colin!",2,1,positive,neutral
y must i hve graduation practice...all im gonna is walk,y must i hve graduation practice...all im gonna is walk,1,0,neutral,negative
Refusing to accept that the US holiday is over. Heading to Woodies Longboard Diner in um ... Hove...,Refusing to accept that the US holiday is over. Heading to Woodies Longboard Diner in um ... Hove...,0,1,negative,neutral
URL - Patrick should come here and say hi!,URL - Patrick should come here and say hi!,0,1,negative,neutral
can we please?,can we please?,2,1,positive,neutral
i don`t have any excuse other than night shifts! we got our orphan lamb from a local farmer so we cheated,i don`t have any excuse other than night shifts! we got our orphan lamb from a local farmer so we cheated,0,1,negative,neutral
I wa feeling guilty about buying a luxurious pair of shoe yesterday until my house mate just saw them and got over excited,I wa feeling guilty about buying a luxurious pair of shoe yesterday until my house mate just saw them and got over excited,1,0,neutral,negative
ish okay my loveee,ish okay my loveee,2,1,positive,neutral
i dont really know..i saw it on the gadget show about something thatmakes message easier to find or something thank you,i dont really know..i saw it on the gadget show about something thatmakes message easier to find or something thank you,1,2,neutral,positive
apparently a looong time seeing a they seem to be everywhere except LA,apparently a looong time seeing a they seem to be everywhere except LA,1,0,neutral,negative
I want to talk with but the call are so expensive I LOVE YOU,I want to talk with but the call are so expensive I LOVE YOU,1,2,neutral,positive
"i do i do, i feel absoulutley fine","i do i do, i feel absoulutley fine",2,1,positive,neutral
"I have myself barely 4 hr of sleep and the Lord blessed me with what feel like 8, but it came with a sore throat pumpin out this paper!","I have myself barely 4 hr of sleep and the Lord blessed me with what feel like 8, but it came with a sore throat pumpin out this paper!",1,0,neutral,negative
_RachineA oh so you said you good-bye and hug my dad left around 4 in the morning so I woke up to an empty house i`m pretty scared.,_RachineA oh so you said you good-bye and hug my dad left around 4 in the morning so I woke up to an empty house i`m pretty scared.,0,1,negative,neutral
that sound cool! post video!!,that sound cool! post video!!,2,1,positive,neutral
"after a great day at work with the kids, disappointment with my roof decal","after a great day at work with the kids, disappointment with my roof decal",1,2,neutral,positive
is NOT NOT_watching NOT_Star NOT_Trek NOT_tonight. NOT_But NOT_is NOT_heading NOT_to NOT_a NOT_lovely NOT_dinner NOT_and NOT_fun NOT_board NOT_games NOT_night NOT_with,is NOT NOT_watching NOT_Star NOT_Trek NOT_tonight. NOT_But NOT_is NOT_heading NOT_to NOT_a NOT_lovely NOT_dinner NOT_and NOT_fun NOT_board NOT_games NOT_night NOT_with,2,1,positive,neutral
URL - Another one...those were taken at 3 am MET! U see I have a real sleeping disorder,URL - Another one...those were taken at 3 am MET! U see I have a real sleeping disorder,0,1,negative,neutral
Sick at home and so bored I want to get better already so I can enjoy being a college grad!,Sick at home and so bored I want to get better already so I can enjoy being a college grad!,0,1,negative,neutral
"Its prob cuz I don`t really like sleeping in late, even if I tried.","Its prob cuz I don`t really like sleeping in late, even if I tried.",0,1,negative,neutral
but now i have no NOT_money NOT_for NOT_a NOT_phone,but now i have no NOT_money NOT_for NOT_a NOT_phone,0,1,negative,neutral
He still doesn`t love me... I won`t ask again,He still doesn`t love me... I won`t ask again,0,1,negative,neutral
"Its sunny atm, need to drop my brother for his class later, so will find out then","Its sunny atm, need to drop my brother for his class later, so will find out then",1,0,neutral,negative
is a failure,is a failure,0,1,negative,neutral
we should definately be in Paris that week. if I get a job we most certainly will be,we should definately be in Paris that week. if I get a job we most certainly will be,1,0,neutral,negative
"Jon & Kate + 8 kid attracted a huge TV audience, tabloid headlines, and now a state labor investigation URL","Jon & Kate + 8 kid attracted a huge TV audience, tabloid headlines, and now a state labor investigation URL",1,0,neutral,negative
why thx! HASHTAG_webdu I wa only at the conf on Thurs,why thx! HASHTAG_webdu I wa only at the conf on Thurs,1,2,neutral,positive
"Oh, don`t spoil my fun, lol","Oh, don`t spoil my fun, lol",0,2,negative,positive
it wa just areply on you facebook status that you were a little upset,it wa just areply on you facebook status that you were a little upset,1,0,neutral,negative
The bus is rolling along faster than expected. I might make it home by 6:15. Maybe.,The bus is rolling along faster than expected. I might make it home by 6:15. Maybe.,2,1,positive,neutral
i need a jb but i dread the fact that it will have to be retail this summer,i need a jb but i dread the fact that it will have to be retail this summer,0,1,negative,neutral
I wa sad to hear they shaved too I really liked the beards. I feel like I`m in the minority.,I wa sad to hear they shaved too I really liked the beards. I feel like I`m in the minority.,1,0,neutral,negative
_roe oh well. I`ve never NOT_seen NOT_him NOT_do NOT_anything NOT_before NOT_so NOT_I`m not NOT_gonna NOT_say NOT_anything.,_roe oh well. I`ve never NOT_seen NOT_him NOT_do NOT_anything NOT_before NOT_so NOT_I`m not NOT_gonna NOT_say NOT_anything.,1,0,neutral,negative
_Bloggerific HA! Nice try. I will outright deny any accusations. But good luck with that...,_Bloggerific HA! Nice try. I will outright deny any accusations. But good luck with that...,1,2,neutral,positive
"Drop the girl she`s only got it for your heart she`s sure to leave broke and bleeding, and you know she`ll turn her back on you. I lo ...","Drop the girl she`s only got it for your heart she`s sure to leave broke and bleeding, and you know she`ll turn her back on you. I lo ...",1,0,neutral,negative
In this exact moment i have decided that in some point in my life.. i am going to adopt a child,In this exact moment i have decided that in some point in my life.. i am going to adopt a child,2,1,positive,neutral
"is abit happier at the thought that Ashleigh & Loocie with be here soonish, but sad to miss her S-ane wink","is abit happier at the thought that Ashleigh & Loocie with be here soonish, but sad to miss her S-ane wink",1,0,neutral,negative
"Ah sorry to hear that, just saw pic of chi. and look cool I got beagle and ori-pei","Ah sorry to hear that, just saw pic of chi. and look cool I got beagle and ori-pei",0,1,negative,neutral
_Jamie I guess ! I wa really suprised..,_Jamie I guess ! I wa really suprised..,2,1,positive,neutral
"If you`ve jailbroken or went to 3.0 early, prepare to be bricked","If you`ve jailbroken or went to 3.0 early, prepare to be bricked",0,1,negative,neutral
officially MOSS doesnt work on Vista but unofficially it fine,officially MOSS doesnt work on Vista but unofficially it fine,1,0,neutral,negative
"My goodness! Another hit, another run!!!","My goodness! Another hit, another run!!!",2,1,positive,neutral
"I`m torn, do I get an extended warranty for my iPhone when mine run out, or jailbreak? I`ve already got problem with battery & earpiece","I`m torn, do I get an extended warranty for my iPhone when mine run out, or jailbreak? I`ve already got problem with battery & earpiece",0,1,negative,neutral
I know what appeal to you with knitting! Believe me I KNOW!,I know what appeal to you with knitting! Believe me I KNOW!,2,1,positive,neutral
"i`m so worn out, this week ha sped by soo fast. gonna ask mum if we can go to the movies. i`m desperate","i`m so worn out, this week ha sped by soo fast. gonna ask mum if we can go to the movies. i`m desperate",0,1,negative,neutral
"I`m just to far from where you are, I wanna go home...","I`m just to far from where you are, I wanna go home...",2,1,positive,neutral
"wish I could feel no NOT_pain NOT_(8) but it`s ok, at least they like Brazil!","wish I could feel no NOT_pain NOT_(8) but it`s ok, at least they like Brazil!",2,1,positive,neutral
Grad present photo on facebook,Grad present photo on facebook,1,2,neutral,positive
Recovering from an Italian cruise in the Mediterenean,Recovering from an Italian cruise in the Mediterenean,1,2,neutral,positive
"`erocka the ruler` i called you, but i see i get the no NOT_love NOT_whats NOT_up NOT_with NOT_that?","`erocka the ruler` i called you, but i see i get the no NOT_love NOT_whats NOT_up NOT_with NOT_that?",0,1,negative,neutral
"Geez sorry to hear Steph, I hope thing improve soon. I know that ain`t much sorry","Geez sorry to hear Steph, I hope thing improve soon. I know that ain`t much sorry",1,0,neutral,negative
I missed out on carrot cake last night. Hope you had fun .,I missed out on carrot cake last night. Hope you had fun .,1,2,neutral,positive
"It isn`t easy! Be there for support, it is the best thing you can do is offer your love & support! Lost both of mine early","It isn`t easy! Be there for support, it is the best thing you can do is offer your love & support! Lost both of mine early",1,2,neutral,positive
Went to get my car inspection sticker got gigantic red R one. Just keep piling it on. I can take it. Don`t worry about me. I`ll be ok.,Went to get my car inspection sticker got gigantic red R one. Just keep piling it on. I can take it. Don`t worry about me. I`ll be ok.,2,1,positive,neutral
"haha it`s ok. i really don`t like getting to other business so it Ok,","haha it`s ok. i really don`t like getting to other business so it Ok,",0,1,negative,neutral
it`s friday! trying to find something to do,it`s friday! trying to find something to do,2,1,positive,neutral
nup no NOT_cd NOT_either.. NOT_just NOT_a NOT_whole NOT_bunch NOT_of NOT_zeros NOT_and NOT_ones NOT_you NOT_can NOT_have NOT_for NOT_free,nup no NOT_cd NOT_either.. NOT_just NOT_a NOT_whole NOT_bunch NOT_of NOT_zeros NOT_and NOT_ones NOT_you NOT_can NOT_have NOT_for NOT_free,1,0,neutral,negative
I don`t have a subject line on my phone... just normal texts.,I don`t have a subject line on my phone... just normal texts.,1,0,neutral,negative
No NOT_problem! NOT_Look NOT_forward NOT_to NOT_your NOT_next NOT_tweet.,No NOT_problem! NOT_Look NOT_forward NOT_to NOT_your NOT_next NOT_tweet.,2,1,positive,neutral
serio barroca?? parabens!! May the 4th be with you!,serio barroca?? parabens!! May the 4th be with you!,2,1,positive,neutral
"Awake still O_o, breeding for perfect or close to perfect IVs on a pikachu don`t know what that means? Google it or wait for my article","Awake still O_o, breeding for perfect or close to perfect IVs on a pikachu don`t know what that means? Google it or wait for my article",1,2,neutral,positive
back from lunch and it`s pouring rain! ugh ohh well at least it get me into a Death Cab For Cutie mood!,back from lunch and it`s pouring rain! ugh ohh well at least it get me into a Death Cab For Cutie mood!,2,0,positive,negative
You bet!...I`ll be there in spirit (I`m in the UK really LOL) Like the pic BTW ** x,You bet!...I`ll be there in spirit (I`m in the UK really LOL) Like the pic BTW ** x,2,1,positive,neutral
"what on earth happened to wentworth`s page?!? i`m devastated, a i`m sure ALL of his fan are!","what on earth happened to wentworth`s page?!? i`m devastated, a i`m sure ALL of his fan are!",0,1,negative,neutral
you don`t love me anymore!,you don`t love me anymore!,0,1,negative,neutral
": I saw US Postal wa hiring, but once I wa done filling out the pre-application thingy it didn`t show me job open in the area.",": I saw US Postal wa hiring, but once I wa done filling out the pre-application thingy it didn`t show me job open in the area.",0,1,negative,neutral
not NOT_feelin NOT_so NOT_hot,not NOT_feelin NOT_so NOT_hot,1,0,neutral,negative
ah helping my friend move and will defo be having a well deserved pint after it that`s for sure,ah helping my friend move and will defo be having a well deserved pint after it that`s for sure,2,1,positive,neutral
kate is leaving me all by my lonesome,kate is leaving me all by my lonesome,0,1,negative,neutral
I can`t believe you tweeted that. It wa our special moment,I can`t believe you tweeted that. It wa our special moment,0,2,negative,positive
Josh just called me a big bucket of ugly wish me luck for my audition tweets!,Josh just called me a big bucket of ugly wish me luck for my audition tweets!,1,0,neutral,negative
I fell for Austin Taura Hanafiah even morreee! Shoott!!! A guy shouldn`t look that yumm! Hahaha...,I fell for Austin Taura Hanafiah even morreee! Shoott!!! A guy shouldn`t look that yumm! Hahaha...,2,1,positive,neutral
